id,name,categorygroupid
2122,"Lebanese restaurant",14
2123,"Lechon restaurant",14
2124,"Legal affairs bureau",15
2125,"Legal aid office",27
2126,"Legal services",27
2127,"Leisure centre",34
2128,"Lexus dealer",8
2129,Library,9
2130,"License bureau",15
2131,"License plate frames supplier",35
2132,Lido,4
2133,"Life coach",25
2134,"Life insurance agency",13
2135,"Light bulb supplier",35
2136,"Lighting consultant",18
2137,"Lighting contractor",18
2138,"Lighting manufacturer",18
2139,"Lighting store",18
2140,"Lighting wholesaler",32
2141,"Ligurian restaurant",14
2142,"Limousine service",37
2143,"Lincoln dealer",8
2144,"Line marking service",27
2145,"Linens store",32
2146,"Lingerie manufacturer",21
2147,"Lingerie store",32
2148,"Lingerie wholesaler",32
2149,"Linoleum store",18
2150,Liquidator,27
2151,"Liquor store",14
2152,"Liquor wholesaler",32
2153,"Literacy program",9
2154,"Lithuanian restaurant",14
2155,"Little league club",34
2156,"Little league field",34
2157,"Live music bar",4
2158,"Live music venue",4
2159,"Livery company",37
2160,"Livestock auction house",2
2161,"Livestock breeder",2
2162,"Livestock dealer",8
2163,"Livestock producer",2
2164,"Loan agency",13
2165,"Local government office",15
2166,"Local history museum",4
2167,"Local medical services",17
2168,"Lock Store",18
2169,"Locks supplier",35
2170,Locksmith,18
2171,Lodge,20
2172,Lodging,20
2173,"Log cabins",7
2174,"Log home builder",7
2175,"Logging contractor",7
2176,"Logistics service",27
2177,"Lombardian restaurant",14
2178,"Loss adjuster",13
2179,"Lost property office",15
2180,"Lottery retailer",4
2181,"Lottery shop",4
2182,Lounge,4
2183,"Love hotel",20
2184,"Low emission zone",15
2185,"Low income housing program",33
2186,"LPG conversion",21
2187,"Luggage repair service",31
2188,"Luggage storage facility",20
2189,"Luggage store",32
2190,"Luggage wholesaler",32
2191,"Lumber store",18
2192,"Lunch restaurant",14
2193,"Lutheran church",30
2194,Lyceum,9
2195,"Lymph drainage therapist",17
2196,"Machine construction",21
2197,"Machine knife supplier",35
2198,"Machine maintenance",21
2199,"Machine repair service",31
2200,"Machine shop",21
2201,"Machine workshop",21
2202,"Machinery parts manufacturer",21
2203,"Machining manufacturer",21
2204,"Macrobiotic restaurant",14
2205,"Madrilian restaurant",14
2206,"Magazine store",32
2207,"Magic store",32
2208,Magician,4
2209,"Mahjong house",4
2210,"Mailbox rental service",27
2211,"Mailbox supplier",35
2212,"Mailing machine supplier",35
2213,"Mailing service",27
2214,"Main customs office",15
2215,"Majorcan restaurant",14
2216,Makerspace,4
2217,"Make-up artist",25
2218,"Malaysian restaurant",14
2219,"Maltese restaurant",14
2220,"Mammography service",17
2221,"Manado restaurant",14
2222,"Management school",9
2223,"Mandarin restaurant",14
2224,"Manor house",20
2225,"Manufactured home transporter",37
2226,Manufacturer,21
2227,"Maori organization",23
2228,"Map store",32
2229,"Mapping service",27
2230,Marae,23
2231,"Marathi restaurant",14
2232,"Marble contractor",7
2233,"Marble supplier",35
2234,"Marche restaurant",14
2235,Marina,29
2236,"Marine engineer",11
2237,"Marine self defense force",15
2238,"Marine supply store",32
2239,"Marine surveyor",27
2240,"Maritime museum",4
2241,Market,32
2242,"Market researcher",27
2243,"Marketing agency",27
2244,"Marketing consultant",27
2245,"Marksmen clubhouse",34
2246,"Marquee hire service",12
2247,"Marriage celebrant",25
2248,"Marriage or relationship counselor",25
2249,"Marriage license bureau",15
2250,"Martial arts club",34
2251,"Martial arts school",34
2252,"Martial arts supply store",32
2253,"Maserati dealer",8
2254,"Masonic center",23
2255,"Masonry contractor",7
2256,"Masonry supply store",32
2257,"Massage school",9
2258,"Massage spa",25
2259,"Massage supply store",32
2260,"Massage therapist",25
2261,"Matchbox manufacturer",21
2262,"Material handling equipment supplier",35
2263,"Maternity hospital",17
2264,"Maternity store",32
2265,"Mathematics school",9
2266,"Mattress store",32
2267,"Mausoleum builder",7
2268,"Maybach dealer",8
2269,"Mazda dealer",8
2270,"McLaren dealer",8
2271,"Meal delivery",14
2272,"Takeout restaurant",14
2273,"Measuring instruments supplier",35
2274,"Meat packer",14
2275,"Meat processor",14
2276,"Meat products store",32
2277,"Meat dish restaurant",14
2278,"Meat wholesaler",32
2279,Mechanic,21
2280,"Mechanical contractor",7
2281,"Mechanical engineer",11
2282,"Mechanical plant",21
2283,"Media and information sciences faculty",9
2284,"Mediation service",27
2285,"Medical billing service",17
2286,"Medical book store",32
2287,"Medical Center",17
2288,"Medical certificate service",17
2289,"Medical clinic",17
2290,"Medical diagnostic imaging center",17
2291,"Medical equipment manufacturer",21
2292,"Medical equipment supplier",35
2293,"Medical examiner",17
2294,"Medical group",17
2295,"Medical laboratory",17
2296,"Medical lawyer",27
2297,"Medical office",17
2298,"Medical school",9
2299,"Medical spa",17
2300,"Medical supply store",32
2301,"Medical technology manufacturer",21
2302,"Medical transcription service",27
2303,"Medicine exporter",21
2304,"Meditation center",16
2305,"Meditation instructor",16
2306,"Mediterranean restaurant",14
2307,"Meeting planning service",12
2308,"Mehandi class",9
2309,"Mehndi designer",25
2310,Memorial,12
2311,"Memorial estate",28
2312,"Memorial park",29
2313,"Mennonite church",30
2314,"Men’s clothing store",32
2315,"Men’s health physician",22
2316,"Men’s tailor",32
2317,"Mental health clinic",17
2318,"Mental health service",17
2319,"Mercantile development",28
2320,"Mercedes-Benz dealer",8
2321,"Messianic synagogue",30
2322,"Metal construction company",7
2323,"Metal detecting equipment supplier",35
2324,"Metal fabricator",21
2325,"Metal finisher",21
2326,"Metal heat treating service",21
2327,"Metal industry suppliers",35
2328,"Metal machinery supplier",35
2329,"Metal polishing service",21
2330,"Metal processing company",21
2331,"Metal stamping service",21
2332,"Metal supplier",35
2333,"Metal working shop",21
2334,"Metal workshop",21
2335,"Metallurgy company",21
2336,"Metalware dealer",8
2337,"Metalware producer",21
2338,"Metaphysical supply store",32
2339,"Methodist church",30
2340,"Metropolitan train company",37
2341,"Mexican goods store",32
2342,"Mexican grocery store",32
2343,"Mexican restaurant",14
2344,"Mexican torta restaurant",14
2345,Meyhane,14
2346,"MG dealer",8
2347,Microbiologist,17
2348,"Microwave oven repair service",31
2349,"Mid-Atlantic restaurant (US)",14
2350,"Middle Eastern restaurant",14
2351,"Middle school",9
2352,Midwife,17
2353,"Military archive",15
2354,"Military residence",15
2355,"Military barracks",15
2356,"Military base",15
2357,"Military board",15
2358,"Military cemetery",15
2359,"Military hospital",17
2360,"Military recruiting office",15
2361,"Military school",9
2362,"Military town",15
2363,"Milk delivery service",14
2364,Mill,21
2365,"Millwork shop",24
2366,Mine,21
2367,"Mineral water company",14
2368,"Mineral water wholesaler",32
2369,"MINI dealer",8
2370,"Miniature golf course",29
2371,"Miniatures store",32
2372,"Minibus taxi service",37
2373,"Mining company",21
2374,"Mining consultant",27
2375,"Mining engineer",11
2376,"Mining equipment",21
2377,"Ministry of Education",15
2378,"Mirror shop",32
2379,"Miso cutlet restaurant",14
2380,"Missing persons organization",33
2381,Mission,30
2382,"Mitsubishi dealer",8
2383,"Mobile caterer",14
2384,"Mobile disco",4
2385,"Mobile hairdresser",25
2386,"Mobile home dealer",8
2387,"Mobile home park",28
2388,"Mobile home rental agency",28
2389,"Mobile home supply store",32
2390,"Mobile money agent",13
2391,"Mobile network operator",36
2392,"Mobile phone repair shop",31
2393,"Mobility equipment supplier",35
2394,"Model car play area",29
2395,"Model portfolio studio",4
2396,"Model train store",1
2397,"Modeling agency",4
2398,"Modeling school",9
2399,"Modern art museum",4
2400,"Modern British restaurant",14
2401,"Modern European restaurant",14
2402,"Modern French restaurant",14
2403,"Modern Indian restaurant",14
2404,"Modular home builder",28
2405,"Modular home dealer",8
2406,"Mold maker",21
2407,"Molding supplier",35
2408,"Momo restaurant",14
2409,Monastery,30
2410,"Money order service",13
2411,"Money transfer service",13
2412,"Mongolian barbecue restaurant",14
2413,"Monjayaki restaurant",14
2414,"Monogramming service",25
2415,"Montessori school",9
2416,"Monument maker",4
2417,"Moped dealer",8
2418,"Moravian church",30
2419,"Modern izakaya restaurant",14
2420,"Moroccan restaurant",14
2421,"Mortgage broker",28
2422,"Mortgage lender",13
2423,Mortuary,17
2424,Mosque,30
2425,Motel,20
2426,"Motor scooter dealer",8
2427,"Motor scooter repair shop",31
2428,"Motor vehicle dealer",8
2429,"Motorcycle dealer",8
2430,"Motorcycle driving school",9
2431,"Motorcycle insurance agency",13
2432,"Motorcycle parts store",21
2433,"Motorcycle rental agency",21
2434,"Motorcycle repair shop",31
2435,"Motorcycle shop",21
2436,"Motoring club",29
2437,"Motorsports store",32
2438,"Mountain cable car",29
2439,"Mountain cabin",20
2440,"Mountaineering class",9
2441,"Movie rental kiosk",4
2442,"Movie rental store",4
2443,"Movie studio",4
2444,"Movie theater",4
2445,"Moving and storage service",19
2446,"Moving company",19
2447,"Moving supply store",32
2448,"MRI center",17
2449,"Muay Thai boxing gym",34
2450,"Muffler shop",21
2451,"Mughlai restaurant",14
2452,"Mulch supplier",35
2453,"Municipal administration office",15
2454,"Municipal corporation",15
2455,"Municipal Department Agricultural Development",15
2456,"Municipal department of agriculture food supply",15
2457,"Municipal Department Civil Defense",15
2458,"Municipal Department Communication",15
2459,"Municipal Department Finance",15
2460,"Municipal Department Housing and Urban Development",15
2461,"Municipal Department of Culture",15
2462,"Municipal Department of Sports",15
2463,"Municipal Department of Tourism",15
2464,"Municipal Department Science Technology",15
2465,"Municipal Department Social Defense",15
2466,"Municipal Guard",15
2467,"Municipal health department",15
2468,"Municipal office education",15
2469,"Municipal Social Development",15
2470,"Murtabak restaurant",14
2471,Musalla,30
2472,Museum,4
2473,"Museum of space history",4
2474,"Museum of zoology",4
2475,"Music box store",32
2476,"Music college",9
2477,"Music conservatory",9
2478,"Music instructor",9
2479,"Music management and promotion",4
2480,"Music producer",4
2481,"Music publisher",4
2482,"Music school",9
2483,"Music store",32
2484,"Musical club",4
2485,"Musical instrument manufacturer",4
2486,"Musical instrument rental service",4
2487,"Musical instrument repair shop",31
2488,"Musical instrument store",32
2489,Musician,4
2490,"Mutton barbecue restaurant",14
2491,"Nail salon",25
2492,"Nanotechnology engineer",11
2493,"Nasi goreng restaurant",14
2494,"Nasi restaurant",14
2495,"Nasi uduk restaurant",14
2496,"National forest",29
2497,"National health foundation",17
2498,"National library",9
2499,"National museum",4
2500,"National park",29
2501,"National reserve",29
2502,"Native american goods store",32
2503,"Native American restaurant",14
2504,"Natural goods store",32
2505,"Natural history museum",4
2506,"Natural rock climbing area",29
2507,"Natural stone exporter",21
2508,"Natural stone supplier",35
2509,"Natural stone wholesaler",32
2510,"Nature preserve",29
2511,"Naturopathic practitioner",17
2512,"Naval base",15
2513,"Navarraise restaurant",14
2514,"Neapolitan restaurant",14
2515,"Needlework shop",32
2516,"Neon sign shop",32
2517,"Neonatal physician",22
2518,"Nepalese restaurant",14
2519,Nephrologist,22
2520,"Netball club",34
2521,Neurologist,22
2522,Neurophysiologist,22
2523,Neurosurgeon,22
2524,"New Age church",30
2525,"New England restaurant",14
2526,"New American restaurant",14
2527,"New Years tree market",32
2528,"New Zealand restaurant",14
2529,"News service",4
2530,"Newspaper advertising department",4
2531,"Newspaper distribution",4
2532,"Newspaper publisher",4
2533,Newsstand,32
2534,"Nicaraguan restaurant",14
2535,"Night club",4
2536,"Night market",32
2537,"Nissan dealer",8
2538,"Non-denominational church",30
2539,"Non-governmental organization",23
2540,"Non-profit organization",23
2541,"Non-smoking holiday home",20
2542,"Non-vegetarian restaurant",14
2543,"Noodle shop",14
2544,"North African restaurant",14
2545,"North Eastern Indian restaurant",14
2546,"North Indian restaurant",14
2547,"Northern Italian restaurant",14
2548,"Norwegian restaurant",14
2549,"Notaries association",27
2550,"Notary public",27
2551,"Notions store",32
2552,"Novelties wholesaler",32
2553,"Novelty store",32
2554,"Nuclear engineer",11
2555,"Nuclear power company",10
2556,"Nuclear power plant",10
2557,"Nudist club",29
2558,"Nudist park",29
2559,"Nuevo Latino restaurant",14
2560,Numerologist,25
2561,Convent,30
2562,"Nurse practitioner",17
2563,"Nursery school",9
2564,"Nursing agency",17
2565,"Nursing association",17
2566,"Nursing home",17
2567,"Nursing school",9
2568,"Nut store",32
2569,Nutritionist,17
2570,"Nyonya restaurant",14
2571,"Oaxacan restaurant",14
2572,"Obanzai restaurant",14
2573,"Observation deck",29
2574,Observatory,29
2575,"Women’s health clinic",17
2576,"Occupational health service",17
2577,"Occupational medical physician",22
2578,"Occupational safety and health",17
2579,"Occupational therapist",17
2580,"Oden restaurant",14
2581,"Odia restaurant",14
2582,"Off-road race track",34
2583,"Off-roading area",29
2584,"Off-track betting shop",4
2585,"Offal pot cooking restaurant",14
2586,"Office accessories wholesaler",32
2587,"Office equipment rental service",27
2588,"Office equipment repair service",31
2589,"Office equipment supplier",35
2590,"Office furniture store",32
2591,"Office of Vital Records",15
2592,"Office refurbishment service",27
2593,"Office space rental agency",28
2594,"Office supply store",32
2595,"Office supply wholesaler",32
2596,"Oil and gas exploration service",10
2597,"Oil change service",21
2598,"Oil & natural gas company",10
2599,"Oil field equipment supplier",35
2600,"Oil refinery",10
2601,"Oil store",32
2602,"Oil wholesaler",32
2603,Oilfield,10
2604,"Okonomiyaki restaurant",14
2605,"Oldsmobile dealer",8
2606,"Olive oil bottling company",14
2607,"Olive oil cooperative",14
2608,"Olive oil manufacturer",14
2609,Oncologist,22
2610,Onsen,29
2611,"Opel dealer",8
2612,"Open air museum",29
2613,"Open university",9
2614,"Opera company",4
2615,"Opera house",4
2616,Ophthalmologist,22
2617,"Ophthalmology clinic",17
2618,"Optical instrument repair service",31
2619,"Optical products manufacturer",21
2620,"Optical wholesaler",32
2621,Optician,17
2622,Optometrist,17
2623,"Oral and maxillofacial surgeon",22
2624,"Oral surgeon",22
2625,Orchard,2
2626,Orchestra,4
2627,"Orchid farm",2
2628,"Orchid grower",2
2629,"Organ donation and tissue bank",17
2630,"Organic drug store",32
2631,"Organic farm",2
2632,"Organic food store",32
2633,"Organic restaurant",14
2634,"Organic shop",32
2635,"Oriental goods store",32
2636,"Oriental medicine clinic",17
2637,"Oriental medicine store",32
2638,"Oriental rug store",32
2639,"Orphan asylum",33
2640,Orphanage,33
2641,Orthodontist,22
2642,"Orthodox church",30
2643,"Orthodox synagogue",30
2644,"Orthopedic clinic",17
2645,"Orthopedic shoe store",32
2646,"Orthopedic surgeon",22
2647,Orthoptist,17
2648,"Orthotics & prosthetics service",17
2649,Osteopath,17
2650,Otolaryngologist,22
2651,"Otolaryngology clinic",17
2652,"Outboard motor store",32
2653,"Outdoor activity organizer",29
2654,"Outdoor bath",29
2655,"Outdoor clothing and equipment shop",32
2656,"Outdoor equestrian facility",29
2657,"Outdoor furniture store",32
2658,"Outdoor movie theater",4
2659,"Outdoor sports store",32
2660,"Outdoor swimming pool",29
2661,"Outerwear store",32
2662,"Outlet mall",32
2663,"Outlet store",32
2664,"Oxygen cocktail spot",14
2665,"Oxygen equipment supplier",35
2666,"Oyster bar restaurant",14
2667,"Oyster supplier",35
2668,"Paan shop",14
2669,"Pachinko parlor",4
2670,"Pacific Rim restaurant",14
2671,"Package locker",37
2672,"Packaging company",21
2673,"Packaging machinery",21
2674,"Packaging supply store",32
2675,"Padang restaurant",14
2676,"Padel club",29
2677,"Padel court",29
2678,Pagoda,30
2679,"Pain control clinic",17
2680,"Pain management physician",22
2681,"Paint manufacturer",21
2682,"Paint store",32
2683,"Paint stripping service",19
2684,"Paintball center",29
2685,"Paintball store",32
2686,Painter,19
2687,Painting,4
2688,"Painting lessons",4
2689,"Painting studio",4
2690,"Paintings store",32
2691,"Paisa restaurant",14
2692,"Pakistani restaurant",14
2693,"Palatine restaurant",14
2694,"Pallet supplier",35
2695,"Pan-Asian restaurant",14
2696,"Pan-Latin restaurant",14
2697,"Pancake restaurant",14
2698,"Panipuri shop",14
2699,"Paper bag supplier",35
2700,"Paper distributor",32
2701,"Paper exporter",21
2702,"Paper mill",21
2703,"Paper shredding machine supplier",35
2704,"Paper store",32
2705,"Paraguayan restaurant",14
2706,"Paralegal services provider",27
2707,Parapharmacy,32
2708,"Parasailing ride service",29
2709,Parish,30
2710,Park,29
2711,"Park & ride",37
2712,"Parking garage",28
2713,"Parking lot",28
2714,"Parking lot for bicycles",37
2715,"Parking lot for motorcycles",37
2716,"Parkour spot",29
2717,"Parochial school",9
2718,"Parsi restaurant",14
2719,"Parsi temple",30
2720,"Part-time daycare",19
2721,"Party equipment rental service",12
2722,"Party planner",12
2723,"Party store",32
2724,"Passport agent",15
2725,"Passport office",15
2726,"Passport photo processor",27
2727,"Pasta shop",14
2728,"Pastry shop",14
2729,"Patent attorney",27
2730,"Patent office",15
2731,"Paternity testing service",17
2732,Pathologist,22
2733,"Patients support association",17
2734,"Patio enclosure supplier",35
2735,Patisserie,14
2736,"Paving contractor",7
2737,"Paving materials supplier",35
2738,"Pawn shop",32
2739,"Pay by weight restaurant",14
2740,"Payroll service",27
2741,"Pecel lele restaurant",14
2742,"Pedestrian zone",37
2743,"Pediatric cardiologist",22
2744,"Pediatric clinic",17
2745,"Pediatric dentist",22
2746,"Pediatric dermatologist",22
2747,"Pediatric endocrinologist",22
2748,"Pediatric gastroenterologist",22
2749,"Pediatric hematologist",22
2750,"Pediatric nephrologist",22
2751,"Pediatric neurologist",22
2752,"Pediatric oncologist",22
2753,"Pediatric ophthalmologist",22
2754,"Pediatric orthopedic surgeon",22
2755,"Pediatric pulmonologist",22
2756,"Pediatric rheumatologist",22
2757,"Pediatric surgeon",22
2758,"Pediatric urologist",22
2759,Pediatrician,22
2760,"Pempek restaurant",14
2761,"Pen store",32
2762,"Pennsylvania Dutch restaurant",14
2763,"Pension office",15
2764,"Pentecostal church",30
2765,"Performing arts group",4
2766,"Performing arts theater",4
2767,"Perfume store",32
2768,"Perinatal center",17
2769,Periodontist,22
2770,"Permanent make-up clinic",6
2771,"Persian restaurant",14
2772,"Personal injury attorney",27
2773,"Personal trainer",16
2774,"Personal watercraft dealer",8
2775,"Peruvian restaurant",14
2776,"Pest control service",19
2777,"Pet adoption service",26
2778,"Pet boarding service",26
2779,"Pet cemetery",26
2780,"Pet funeral service",26
2781,"Pet groomer",26
2782,"Pet moving service",26
2783,"Pet sitter",26
2784,"Pet store",32
2785,"Pet supply store",32
2786,"Pet trainer",26
2787,"Petrochemical engineer",11
2788,"Petroleum products company",10
2789,"Peugeot dealer",8
2790,"Pharmaceutical company",17
2791,"Pharmaceutical lab",17
2792,"Pharmaceutical products wholesaler",32
2793,Pharmacy,17
2794,"Philharmonic hall",4
2795,"Pho restaurant",14
2796,"Phone repair service",31
2797,"Photo agency",4
2798,"Photo booth",4
2799,"Photo lab",4
2800,"Photo restoration service",4
2801,"Photo shop",32
2802,"Photocopiers supplier",35
2803,Photographer,4
2804,"Photography class",9
2805,"Photography school",9
2806,"Photography service",4
2807,"Photography studio",4
2808,Physiatrist,17
2809,"Physical examination center",17
2810,"Physical fitness program",16
2811,"Physician assistant",17
2812,"Physician referral service",17
2813,"Physical therapist",17
2814,"Physical therapy clinic",17
2815,"Physiotherapy equipment supplier",35
2816,"Piadina restaurant",14
2817,"Piano bar",14
2818,"Piano instructor",4
2819,"Piano maker",4
2820,"Piano moving service",19
2821,"Piano repair service",31
2822,"Piano store",32
2823,"Piano tuning service",19
2824,"Pick your own farm produce",2
2825,"Pickleball court",34
2826,"Picnic ground",29
2827,"Picture frame shop",32
2828,"Pie shop",14
2829,"Piedmontese restaurant",14
2830,"Pig farm",2
2831,"Pilaf restaurant",14
2832,"Pilates studio",16
2833,"Pile driving service",7
2834,"Pilgrimage place",30
2835,"Piñatas supplier",35
2836,"Pinball machine supplier",35
2837,"Pine furniture shop",32
2838,"Pipe supplier",35
2839,"Pizza delivery",14
2840,"Pizza restaurant",14
2841,"Pizza takeaway",14
2842,"Place of worship",30
2843,Planetarium,4
2844,"Plant and machinery hire",27
2845,"Plant nursery",18
2846,"Plast window store",32
2847,Plasterer,7
2848,"Plastic bag supplier",35
2849,"Plastic bags wholesaler",32
2850,"Plastic fabrication company",21
2851,"Plastic injection molding service",21
2852,"Plastic products supplier",35
2853,"Plastic resin manufacturer",21
2854,"Plastic surgeon",22
2855,"Plastic surgery clinic",17
2856,"Plastic wholesaler",32
2857,"Plating service",21
2858,"Play school",9
2859,Playground,29
2860,"Playground equipment supplier",35
2861,Playgroup,9
2862,Plumber,19
2863,"Plumbing supply store",32
2864,"Plus size clothing store",32
2865,"Plywood supplier",35
2866,"Pneumatic tools supplier",35
2867,"Po’ boys restaurant",14
2868,Podiatrist,22
2869,"Poke bar",14
2870,"Police academy",9
2871,"Police supply store",32
2872,"Polish restaurant",14
2873,"Political party office",15
2874,"Polo club",34
2875,"Polygraph service",27
2876,"Polymer supplier",35
2877,"Polynesian restaurant",14
2878,"Polytechnic college",9
2879,"Polythene and plastic sheeting supplier",35
2880,"Pond contractor",19
2881,"Pond fish supplier",35
2882,"Pond supply store",32
2883,"Pontiac dealer",8
2884,"Pony club",34
2885,"Pony ride service",29
2886,"Cue sports school",9
2887,"Pool billiard club",34
2888,"Pool cleaning service",19
2889,"Pool hall",4
2890,"Popcorn store",14
2891,"Katsudon restaurant",14
2892,"Porridge restaurant",14
2893,"Porsche dealer",8
2894,"Port authority",37
2895,"Port operating company",37
2896,"Portable building manufacturer",7
2897,"Portable toilet supplier",35
2898,"Portrait studio",4
2899,"Portuguese restaurant",14
2900,"Post office",15
2901,"Poster store",32
2902,"Pottery classes",4
2903,"Pottery manufacturer",21
2904,"Pottery store",32
2905,"Poultry farm",2
2906,"Poultry store",32
2907,"Powder coating service",21
2908,"Power station",10
2909,"Power plant consultant",10
2910,"Power plant equipment supplier",35
2911,"Powersports vehicle dealer",8
2912,"Pozole restaurant",14
2913,"Prawn fishing",34
2914,"Pre gymnasium school",9
2915,"Precision engineer",11
2916,"Prefabricated house companies",7
2917,Prefecture,15
2918,"Japanese prefecture government office",15
2919,"Pregnancy care center",17
2920,"Preparatory school",9
2921,"Presbyterian church",30
2922,Preschool,9
2923,"Press advisory",27
2924,"Pressure washing service",19
2925,"Pretzel store",14
2926,Priest,30
2927,"Primary school",9
2928,"Print shop",27
2929,"Printed music publisher",4
2930,"Printer ink refill store",32
2931,"Printer repair service",31
2932,"Printing equipment and supplies",35
2933,"Printing equipment supplier",35
2934,Prison,15
2935,"Private college",9
2936,"Private equity firm",13
2937,"Private golf course",34
2938,"Private hospital",17
2939,"Private investigator",27
2940,"Private educational institution",9
2941,"Private sector bank",13
2942,"Private tutor",9
2943,"Private university",9
2944,"Probation office",15
2945,"Process server",27
2946,Proctologist,22
2947,"Produce market",32
2948,"Produce wholesaler",32
2949,"Foie gras producer",2
2950,"Professional and hobby associations",27
2951,"Professional organizer",27
2952,Promenade,29
2953,"Promotional products supplier",35
2954,"Propane supplier",35
2955,"Propeller shop",32
2956,"Property administrator",28
2957,"Property investment",28
2958,"Property maintenance",19
2959,"Property management company",28
2960,"Land registry office",15
2961,Prosthetics,17
2962,Prosthodontist,22
2963,"Protective clothing supplier",35
2964,"Protestant church",30
2965,"Provence restaurant",14
2966,"Provincial council",15
2967,"Psychiatric hospital",17
2968,Psychiatrist,22
2969,Psychic,4
2970,Psychoanalyst,17
2971,Psychologist,22
2972,"Psychomotor therapist",17
2973,"Psychoneurological specialized clinic",17
2974,"Psychopedagogy clinic",17
2975,"Psychosomatic medical practitioner",17
2976,Psychotherapist,17
2977,Pub,14
2978,"Public bath",29
2979,"Public bathroom",15
2980,"Public defender’s office",27
2981,"Public female bathroom",15
2982,"Public golf course",34
2983,"Public health department",15
2984,"Public housing",28
2985,"Public library",9
2986,"Public male bathroom",15
2987,"Public medical center",17
2988,"Public parking space",15
2989,"Public prosecutors office",15
2990,"Public relations firm",27
2991,"Public safety office",15
2992,"Public sauna",29
2993,"Public educational institution",9
2994,"Public sector bank",13
2995,"Public swimming pool",29
2996,"Public university",9
2997,"Public webcam",36
2998,"Public wheelchair-accessible bathroom",15
2999,"Public works department",15
3000,Publisher,4
3001,"Pueblan restaurant",14
3002,"Puerto Rican restaurant",14
3003,Pulmonologist,22
3004,"Pump supplier",35
3005,"Pumping equipment and service",1
3006,"Pumpkin patch",2
3007,"Punjabi restaurant",14
3008,"Puppet theater",4
3009,"PVC industry",21
3010,"PVC windows supplier",35
3011,Pyrotechnician,4
3012,"Qing fang market place",27
3013,"Quaker church",30
3014,"Quantity surveyor",7
3015,Quarry,7
3016,"Québécois restaurant",14
3017,"Quilt shop",32
3018,"Race car dealer",8
3019,Racecourse,34
3020,"Racing car parts store",21
3021,"Raclette restaurant",14
3022,"Racquetball club",34
3023,"Radiator repair service",31
3024,"Radiator shop",21
3025,"Radio broadcaster",4
3026,Radiologist,22
3027,Radiotherapist,17
3028,"Raft trip outfitter",29
3029,Rafting,29
3030,"Rail museum",20
3031,"Railing contractor",7
3032,"Railroad company",37
3033,"Railroad contractor",7
3034,"Railroad equipment supplier",35
3035,"Railroad ties supplier",35
3036,"Railway services",37
3037,"Rainwater tank supplier",35
3038,"Rajasthani restaurant",14
3039,"Ram dealer",8
3040,"Ramen restaurant",14
3041,Ranch,2
3042,"Rare book store",32
3043,"Raw food restaurant",14
3044,"Ready mix concrete supplier",35
3045,"Real estate agency",28
3046,"Real estate agent",28
3047,"Real estate appraiser",28
3048,"Real estate attorney",27
3049,"Real estate auctioneer",28
3050,"Real estate consultant",28
3051,"Real estate developer",28
3052,"Real estate fair",28
3053,"Real estate rental agency",28
3054,"Real estate school",9
3055,"Real estate surveyor",28
3056,"Realschule (middle-tier secondary school)",9
3057,"Reclamation centre",1
3058,"Record company",4
3059,"Records storage facility",1
3060,"Record store",32
3061,"Recording studio",4
3062,"Recreation center",29
3063,Rectory,30
3064,"Recycling center",1
3065,"Recycling drop-off location",1
3066,"Reenactment site",20
3067,Reflexologist,17
3068,"Reform synagogue",30
3069,"Reformed church",30
3070,"Refrigerated transport service",37
3071,"Refrigerator repair service",31
3072,"Refrigerator store",32
3073,"Refugee camp",33
3074,"Regional airport",37
3075,"Regional council",15
3076,"Regional government office",15
3077,"Registered general nurse",17
3078,"Registration office",15
3079,"Registry office",15
3080,"Rehabilitation center",17
3081,"Reiki therapist",17
3082,"Religious book store",32
3083,"Religious destination",20
3084,"Religious goods store",32
3085,"Religious institution",30
3086,"Religious organization",30
3087,"Religious school",9
3088,Remodeler,19
3089,"Renault dealer",8
3090,"Renter’s insurance agency",13
3091,"Repair service",31
3092,"Reproductive health clinic",17
3093,"Reptile store",32
3094,"Research and product development",27
3095,"Research engineer",11
3096,"Research foundation",23
3097,"Research institute",9
3098,"Resident registration office",15
3099,"Residential college",9
3100,"Residents association",23
3101,"Resort hotel",20
3102,"Rest stop",20
3103,Restaurant,14
3104,Brasserie,14
3105,"Restaurant supply store",32
3106,"Resume service",27
3107,"Retail space rental agency",28
3108,"Retaining wall supplier",35
3109,"Retirement community",23
3110,"Retirement home",23
3111,"Retreat center",29
3112,Rheumatologist,22
3113,"Rice cake shop",14
3114,"Rice cracker shop",14
3115,"Rice mill",14
3116,"Rice restaurant",14
3117,"Rice shop",14
3118,"Rice wholesaler",32
3119,"River port",37
3120,"Road construction company",7
3121,"Road construction machine repair service",31
3122,"Road cycling",34
3123,"Road safety town",9
3124,"Roads ports and canals engineers association",21
3125,"Rock climbing",34
3126,"Rock climbing gym",34
3127,"Rock climbing instructor",34
3128,"Rock music club",4
3129,"Rock shop",32
3130,Rodeo,34
3131,"Rolled metal products supplier",35
3132,"Roller coaster",4
3133,"Roller skating club",34
3134,"Roller skating rink",34
3135,"Rolls-Royce dealer",8
3136,"Roman restaurant",14
3137,"Romanian restaurant",14
3138,"Roofing contractor",21
3139,"Roofing supply store",32
3140,"Roommate referral service",25
3141,"Rowing area",34
3142,"Rowing club",34
3143,"Rsl club",23
